description,error,success,path,brief_description,group,correct,total
,No,True,COUNT_ARRAYS_CONSECUTIVE_ELEMENT_DIFFERENT_VALUES.d,,Success,10.0,10.0
,No,True,PROGRAM_FIND_SMALLEST_DIFFERENCE_ANGLES_TWO_PARTS_GIVEN_CIRCLE.d,,Success,10.0,10.0
,No,True,MIDDLE_OF_THREE_USING_MINIMUM_COMPARISONS_2.d,,Success,10.0,10.0
,No,True,COMPUTE_AVERAGE_TWO_NUMBERS_WITHOUT_OVERFLOW_1.d,,Success,10.0,10.0
,No,True,COMPUTE_N_UNDER_MODULO_P.d,,Success,10.0,10.0
,No,True,MAKING_ELEMENTS_OF_TWO_ARRAYS_SAME_WITH_MINIMUM_INCREMENTDECREMENT.d,,Success,10.0,10.0
,No,True,MAXIMUM_HEIGHT_OF_TRIANGULAR_ARRANGEMENT_OF_ARRAY_VALUES.d,,Success,10.0,10.0
,No,True,DIAGONALLY_DOMINANT_MATRIX.d,,Success,10.0,10.0
,No,True,STOOGE_SORT.d,,Success,10.0,10.0
,No,True,FINDING_POWER_PRIME_NUMBER_P_N.d,,Success,10.0,10.0
,No,True,SEARCH_ALMOST_SORTED_ARRAY.d,,Success,10.0,10.0
,No,True,CHECK_VALID_SEQUENCE_DIVISIBLE_M_1.d,,Success,10.0,10.0
,No,True,NUMBER_OF_PAIRS_IN_AN_ARRAY_HAVING_SUM_EQUAL_TO_PRODUCT.d,,Success,10.0,10.0
,No,True,TRIANGULAR_MATCHSTICK_NUMBER.d,,Success,10.0,10.0
,No,True,WRITE_YOU_OWN_POWER_WITHOUT_USING_MULTIPLICATION_AND_DIVISION.d,,Success,10.0,10.0
,No,True,FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1.d,,Success,10.0,10.0
,No,True,SUM_PAIRWISE_PRODUCTS.d,,Success,10.0,10.0
,No,True,MINIMUM_SUM_TWO_NUMBERS_FORMED_DIGITS_ARRAY.d,,Success,10.0,10.0
,No,True,COUNT_TOTAL_SET_BITS_IN_ALL_NUMBERS_FROM_1_TO_N.d,,Success,10.0,10.0
,No,True,POSITION_ELEMENT_STABLE_SORT.d,,Success,10.0,10.0
,No,True,NUMBER_RECTANGLES_NM_GRID.d,,Success,10.0,10.0
,No,True,LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE.d,,Success,10.0,10.0
,No,True,COUNT_SUBARRAYS_WITH_SAME_EVEN_AND_ODD_ELEMENTS.d,,Success,10.0,10.0
,No,True,COUNT_NEGATIVE_NUMBERS_IN_A_COLUMN_WISE_ROW_WISE_SORTED_MATRIX.d,,Success,10.0,10.0
,No,True,SUM_MATRIX_ELEMENT_ABSOLUTE_DIFFERENCE_ROW_COLUMN_NUMBERS_1.d,,Success,10.0,10.0
,No,True,PROGRAM_PRINT_IDENTITY_MATRIX_1.d,,Success,9.0,9.0
,No,True,INTEGER_POSITIVE_VALUE_POSITIVE_NEGATIVE_VALUE_ARRAY_1.d,,Success,10.0,10.0
,No,True,COUNT_POSSIBLE_DECODINGS_GIVEN_DIGIT_SEQUENCE_1.d,,Success,10.0,10.0
,No,True,COUNT_ENTRIES_EQUAL_TO_X_IN_A_SPECIAL_MATRIX.d,,Success,10.0,10.0
,No,True,PROGRAM_TO_FIND_REMAINDER_WITHOUT_USING_MODULO_OR_OPERATOR_1.d,,Success,10.0,10.0
,No,True,COUNT_POSSIBLE_PATHS_TOP_LEFT_BOTTOM_RIGHT_NXM_MATRIX_2.d,,Success,9.0,9.0
,No,True,SUM_BINOMIAL_COEFFICIENTS_1.d,,Success,10.0,10.0
,No,True,MINIMUM_XOR_VALUE_PAIR.d,,Success,10.0,10.0
,No,True,CONVERTING_ONE_STRING_USING_APPEND_DELETE_LAST_OPERATIONS.d,,Success,10.0,10.0
,No,True,MAXIMUM_TRIPLET_SUM_ARRAY_1.d,,Success,10.0,10.0
,No,True,COUNT_PAIRS_WHOSE_PRODUCTS_EXIST_IN_ARRAY.d,,Success,10.0,10.0
,No,True,MAXIMUM_XOR_VALUE_MATRIX.d,,Success,10.0,10.0
,No,True,MAXIMUM_SUM_IARRI_AMONG_ROTATIONS_GIVEN_ARRAY.d,,Success,10.0,10.0
,No,True,SUM_DIVISORS_1_N_1.d,,Success,10.0,10.0
,No,True,HEXAGONAL_NUMBER.d,,Success,10.0,10.0
,No,True,COUNT_PAIRS_TWO_SORTED_ARRAYS_WHOSE_SUM_EQUAL_GIVEN_VALUE_X.d,,Success,10.0,10.0
,No,True,PROGRAM_FOR_FACTORIAL_OF_A_NUMBER.d,,Success,10.0,10.0
,No,True,CHECK_WHETHER_TRIANGLE_VALID_NOT_SIDES_GIVEN.d,,Success,10.0,10.0
,No,True,WAYS_REMOVE_ONE_ELEMENT_BINARY_STRING_XOR_BECOMES_ZERO.d,,Success,10.0,10.0
,No,True,MAXIMUM_PRODUCT_OF_4_ADJACENT_ELEMENTS_IN_MATRIX.d,,Success,10.0,10.0
,No,True,FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER_1.d,,Success,10.0,10.0
,No,True,MAXIMUM_POINTS_INTERSECTION_N_CIRCLES.d,,Success,10.0,10.0
,No,True,SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY.d,,Success,10.0,10.0
,No,True,FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_2.d,,Success,10.0,10.0
,No,True,CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED.d,,Success,10.0,10.0
,No,True,SUM_SERIES_12_32_52_2N_12.d,,Success,10.0,10.0
,No,True,BASIC_AND_EXTENDED_EUCLIDEAN_ALGORITHMS_1.d,,Success,10.0,10.0
,No,True,FLOOR_IN_A_SORTED_ARRAY_1.d,,Success,10.0,10.0
,No,True,RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM.d,,Success,10.0,10.0
,No,True,SEARCHING_ARRAY_ADJACENT_DIFFER_K.d,,Success,10.0,10.0
,No,True,TAIL_RECURSION_FIBONACCI.d,,Success,10.0,10.0
,No,True,MODULUS_TWO_FLOAT_DOUBLE_NUMBERS.d,,Success,10.0,10.0
,No,True,FREQUENT_ELEMENT_ARRAY.d,,Success,10.0,10.0
,No,True,FIND_PERIMETER_CYLINDER.d,,Success,10.0,10.0
,No,True,TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS_1.d,,Success,10.0,10.0
,No,True,PROGRAM_COUNT_OCCURRENCE_GIVEN_CHARACTER_STRING.d,,Success,10.0,10.0
,No,True,MINIMUM_COST_SORT_MATRIX_NUMBERS_0_N2_1.d,,Success,10.0,10.0
,No,True,DYNAMIC_PROGRAMMING_HIGH_EFFORT_VS_LOW_EFFORT_TASKS_PROBLEM.d,,Success,10.0,10.0
,No,True,PROGRAM_FOR_FACTORIAL_OF_A_NUMBER_1.d,,Success,10.0,10.0
,No,True,FIND_PAIR_WITH_GREATEST_PRODUCT_IN_ARRAY.d,,Success,10.0,10.0
,No,True,CHECK_LINE_PASSES_ORIGIN.d,,Success,10.0,10.0
,No,True,SQUARE_PYRAMIDAL_NUMBER_SUM_SQUARES.d,,Success,10.0,10.0
,No,True,FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER.d,,Success,10.0,10.0
,No,True,HORNERS_METHOD_POLYNOMIAL_EVALUATION.d,,Success,4.0,4.0
,No,True,MINIMUM_LENGTH_SUBARRAY_SUM_GREATER_GIVEN_VALUE.d,,Success,10.0,10.0
,No,True,PROGRAM_TO_FIND_REMAINDER_WITHOUT_USING_MODULO_OR_OPERATOR_2.d,,Success,10.0,10.0
,No,True,MINIMUM_LENGTH_SUBARRAY_SUM_GREATER_GIVEN_VALUE_1.d,,Success,10.0,10.0
,No,True,SEARCH_INSERT_AND_DELETE_IN_AN_UNSORTED_ARRAY.d,,Success,10.0,10.0
,No,True,SQUARE_ROOT_OF_AN_INTEGER_1.d,,Success,10.0,10.0
,No,True,COIN_GAME_WINNER_EVERY_PLAYER_THREE_CHOICES.d,,Success,10.0,10.0
,No,True,FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1.d,,Success,10.0,10.0
,No,True,C_PROGRAM_FACTORIAL_NUMBER_1.d,,Success,12.0,12.0
,No,True,FIND_INDEX_OF_AN_EXTRA_ELEMENT_PRESENT_IN_ONE_SORTED_ARRAY.d,,Success,10.0,10.0
,No,True,MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK.d,,Success,10.0,10.0
,No,True,ANALYSIS_OF_ALGORITHMS_SET_2_ASYMPTOTIC_ANALYSIS.d,,Success,10.0,10.0
,No,True,COUNT_SET_BITS_IN_AN_INTEGER.d,,Success,10.0,10.0
,No,True,MAXIMUM_TRIPLET_SUM_ARRAY.d,,Success,10.0,10.0
,No,True,FIND_MINIMUM_ELEMENT_IN_A_SORTED_AND_ROTATED_ARRAY.d,,Success,10.0,10.0
,No,True,COUNT_FACTORIAL_NUMBERS_IN_A_GIVEN_RANGE.d,,Success,10.0,10.0
,No,True,MINIMUM_COST_MAKE_ARRAY_SIZE_1_REMOVING_LARGER_PAIRS.d,,Success,10.0,10.0
,No,True,FIND_MAXIMUM_AVERAGE_SUBARRAY_OF_K_LENGTH_1.d,,Success,10.0,10.0
,No,True,HOW_TO_AVOID_OVERFLOW_IN_MODULAR_MULTIPLICATION.d,,Success,10.0,10.0
,No,True,MAXIMIZE_SUM_ARRII.d,,Success,10.0,10.0
,No,True,FIND_DIFFERENCE_BETWEEN_SUMS_OF_TWO_DIAGONALS_1.d,,Success,10.0,10.0
,No,True,BREAK_NUMBER_THREE_PARTS.d,,Success,10.0,10.0
,No,True,PAIR_WITH_GIVEN_PRODUCT_SET_1_FIND_IF_ANY_PAIR_EXISTS.d,,Success,10.0,10.0
,No,True,MAXIMUM_EQULIBRIUM_SUM_ARRAY.d,,Success,8.0,8.0
,No,True,PROGRAM_DECIMAL_BINARY_CONVERSION_2.d,,Success,10.0,10.0
,No,True,MAXIMIZE_SUM_CONSECUTIVE_DIFFERENCES_CIRCULAR_ARRAY.d,,Success,10.0,10.0
,No,True,DYNAMIC_PROGRAMMING_SET_14_MAXIMUM_SUM_INCREASING_SUBSEQUENCE.d,,Success,10.0,10.0
,No,True,FIND_INDEX_0_REPLACED_1_GET_LONGEST_CONTINUOUS_SEQUENCE_1S_BINARY_ARRAY.d,,Success,10.0,10.0
,No,True,MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES_1.d,,Success,10.0,10.0
,No,True,MAXIMUM_LENGTH_PREFIX_ONE_STRING_OCCURS_SUBSEQUENCE_ANOTHER.d,,Success,10.0,10.0
,No,True,NUMBER_TRIANGLES_N_MOVES.d,,Success,10.0,10.0
,No,True,MARKOV_MATRIX.d,,Success,10.0,10.0
,No,True,LONGEST_COMMON_INCREASING_SUBSEQUENCE_LCS_LIS.d,,Success,10.0,10.0
,No,True,TAIL_RECURSION.d,,Success,10.0,10.0
,No,True,SWAP_BITS_IN_A_GIVEN_NUMBER.d,,Success,10.0,10.0
,No,True,SQUARE_ROOT_OF_AN_INTEGER.d,,Success,10.0,10.0
,No,True,PYTHAGOREAN_QUADRUPLE.d,,Success,10.0,10.0
,No,True,MAXIMUM_NUMBER_OF_SQUARES_THAT_CAN_BE_FIT_IN_A_RIGHT_ANGLE_ISOSCELES_TRIANGLE.d,,Success,10.0,10.0
,No,True,CHECK_ARRAY_CONTAINS_CONTIGUOUS_INTEGERS_DUPLICATES_ALLOWED.d,,Success,10.0,10.0
,No,True,FIND_SMALLEST_VALUE_REPRESENTED_SUM_SUBSET_GIVEN_ARRAY.d,,Success,10.0,10.0
,No,True,FIND_THE_NUMBER_OCCURRING_ODD_NUMBER_OF_TIMES.d,,Success,10.0,10.0
,No,True,COUNT_SET_BITS_IN_AN_INTEGER_2.d,,Success,10.0,10.0
,No,True,PRIMALITY_TEST_SET_5USING_LUCAS_LEHMER_SERIES.d,,Success,10.0,10.0
,No,True,N_TH_NUMBER_WHOSE_SUM_OF_DIGITS_IS_TEN.d,,Success,10.0,10.0
,No,True,PROGRAM_BINARY_DECIMAL_CONVERSION.d,,Success,10.0,10.0
,No,True,BASIC_AND_EXTENDED_EUCLIDEAN_ALGORITHMS.d,,Success,10.0,10.0
,No,True,COUNT_SET_BITS_IN_AN_INTEGER_1.d,,Success,10.0,10.0
,No,True,COUNT_PAIRS_DIFFERENCE_EQUAL_K_1.d,,Success,10.0,10.0
,No,True,NON_REPEATING_ELEMENT.d,,Success,10.0,10.0
,No,True,HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT.d,,Success,10.0,10.0
,No,True,SUM_MANHATTAN_DISTANCES_PAIRS_POINTS.d,,Success,10.0,10.0
,No,True,MIDDLE_OF_THREE_USING_MINIMUM_COMPARISONS_1.d,,Success,10.0,10.0
,No,True,CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS.d,,Success,10.0,10.0
,No,True,HYPERCUBE_GRAPH.d,,Success,10.0,10.0
,No,True,K_TH_DISTINCT_OR_NON_REPEATING_ELEMENT_IN_AN_ARRAY.d,,Success,10.0,10.0
,No,True,COUNT_WAYS_DIVIDE_CIRCLE_USING_N_NON_INTERSECTING_CHORDS.d,,Success,7.0,7.0
,No,True,SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY_1.d,,Success,10.0,10.0
,No,True,MINIMUM_FLIP_REQUIRED_MAKE_BINARY_MATRIX_SYMMETRIC_1.d,,Success,10.0,10.0
,No,True,CHECK_NUMBER_POWER_K_USING_BASE_CHANGING_METHOD.d,,Success,10.0,10.0
,No,True,MULTIPLY_TWO_NUMBERS_WITHOUT_USING_MULTIPLY_DIVISION_BITWISE_OPERATORS_AND_NO_LOOPS.d,,Success,10.0,10.0
,No,True,MINIMUM_INSERTIONS_SORT_ARRAY.d,,Success,10.0,10.0
,No,True,PROGRAM_FOR_DEADLOCK_FREE_CONDITION_IN_OPERATING_SYSTEM.d,,Success,10.0,10.0
,No,True,PROGRAM_TO_CHECK_IF_A_MATRIX_IS_SYMMETRIC.d,,Success,10.0,10.0
,No,True,BREAK_NUMBER_THREE_PARTS_1.d,,Success,10.0,10.0
,No,True,SUM_K_TH_GROUP_ODD_POSITIVE_NUMBERS_1.d,,Success,10.0,10.0
,No,True,FIND_THE_MAXIMUM_ELEMENT_IN_AN_ARRAY_WHICH_IS_FIRST_INCREASING_AND_THEN_DECREASING.d,,Success,10.0,10.0
,No,True,COUNT_NUMBER_OF_SOLUTIONS_OF_X2_1_MOD_P_IN_GIVEN_RANGE.d,,Success,10.0,10.0
,No,True,MAXIMIZE_VOLUME_CUBOID_GIVEN_SUM_SIDES.d,,Success,10.0,10.0
,No,True,PADOVAN_SEQUENCE.d,,Success,10.0,10.0
,No,True,CASSINIS_IDENTITY.d,,Success,10.0,10.0
,No,True,NUMBER_ORDERED_PAIRS_AI_AJ_0.d,,Success,10.0,10.0
,No,True,SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N.d,,Success,10.0,10.0
,No,True,COMPOSITE_NUMBER.d,,Success,10.0,10.0
,No,True,SUM_K_TH_GROUP_ODD_POSITIVE_NUMBERS.d,,Success,10.0,10.0
,No,True,SEARCH_AN_ELEMENT_IN_A_SORTED_AND_PIVOTED_ARRAY.d,,Success,10.0,10.0
,No,True,NTH_MULTIPLE_NUMBER_FIBONACCI_SERIES.d,,Success,10.0,10.0
,No,True,PROGRAM_OCTAL_DECIMAL_CONVERSION.d,,Success,10.0,10.0
,No,True,PROBABILITY_THREE_RANDOMLY_CHOSEN_NUMBERS_AP.d,,Success,10.0,10.0
,No,True,SQUARED_TRIANGULAR_NUMBER_SUM_CUBES.d,,Success,10.0,10.0
,No,True,UGLY_NUMBERS.d,,Success,10.0,10.0
,No,True,TURN_OFF_THE_RIGHTMOST_SET_BIT.d,,Success,10.0,10.0
,No,True,FIND_UNIT_DIGIT_X_RAISED_POWER_Y.d,,Success,10.0,10.0
,No,True,COMPUTE_MODULUS_DIVISION_BY_A_POWER_OF_2_NUMBER.d,,Success,10.0,10.0
,No,True,CEILING_IN_A_SORTED_ARRAY.d,,Success,10.0,10.0
,No,True,COUNT_INVERSIONS_OF_SIZE_THREE_IN_A_GIVE_ARRAY_1.d,,Success,10.0,10.0
,No,True,DOUBLE_FACTORIAL.d,,Success,7.0,7.0
,No,True,FIND_MINIMUM_SUM_FACTORS_NUMBER.d,,Success,10.0,10.0
,No,True,COUNT_TRAILING_ZEROES_FACTORIAL_NUMBER.d,,Success,10.0,10.0
,No,True,SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N_1.d,,Success,10.0,10.0
,No,True,MINIMUM_INCREMENT_K_OPERATIONS_MAKE_ELEMENTS_EQUAL.d,,Success,10.0,10.0
,No,True,PROGRAM_FOR_FACTORIAL_OF_A_NUMBER_2.d,,Success,10.0,10.0
,No,True,SMALLEST_DIFFERENCE_PAIR_VALUES_TWO_UNSORTED_ARRAYS.d,,Success,10.0,10.0
,No,True,SUM_SERIES_12_32_52_2N_12_1.d,,Success,10.0,10.0
,No,True,ONE_LINE_FUNCTION_FOR_FACTORIAL_OF_A_NUMBER.d,,Success,10.0,10.0
,No,True,HOW_TO_CHECK_IF_A_GIVEN_ARRAY_REPRESENTS_A_BINARY_HEAP.d,,Success,10.0,10.0
,No,True,FIND_MAXIMUM_SUM_POSSIBLE_EQUAL_SUM_THREE_STACKS.d,,Success,10.0,10.0
,No,True,ZECKENDORFS_THEOREM_NON_NEIGHBOURING_FIBONACCI_REPRESENTATION.d,,Success,10.0,10.0
,No,True,CHECK_GIVEN_MATRIX_SPARSE_NOT.d,,Success,10.0,10.0
,No,True,NTH_NON_FIBONACCI_NUMBER.d,,Success,10.0,10.0
,No,True,COUNT_INDEX_PAIRS_EQUAL_ELEMENTS_ARRAY.d,,Success,10.0,10.0
,No,True,FIND_THE_MINIMUM_DISTANCE_BETWEEN_TWO_NUMBERS.d,,Success,10.0,10.0
,No,True,PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1.d,,Success,10.0,10.0
,No,True,COUNT_STRINGS_CAN_FORMED_USING_B_C_GIVEN_CONSTRAINTS_1.d,,Success,10.0,10.0
,No,True,PYTHON_PROGRAM_FIND_PERIMETER_CIRCUMFERENCE_SQUARE_RECTANGLE_1.d,,Success,10.0,10.0
,No,True,FIND_THE_MISSING_NUMBER_2.d,,Success,10.0,10.0
,No,True,FIND_A_FIXED_POINT_IN_A_GIVEN_ARRAY.d,,Success,10.0,10.0
,No,True,EFFICIENT_WAY_TO_MULTIPLY_WITH_7.d,,Success,10.0,10.0
,No,True,COUNT_EVEN_LENGTH_BINARY_SEQUENCES_WITH_SAME_SUM_OF_FIRST_AND_SECOND_HALF_BITS_1.d,,Success,16.0,16.0
,No,True,COUNT_SET_BITS_IN_AN_INTEGER_3.d,,Success,10.0,10.0
,No,True,LONGEST_INCREASING_ODD_EVEN_SUBSEQUENCE.d,,Success,10.0,10.0
,No,True,WRITE_A_C_PROGRAM_TO_FIND_THE_PARITY_OF_AN_UNSIGNED_INTEGER.d,,Success,10.0,10.0
,No,True,CHECK_NUMBER_IS_PERFECT_SQUARE_USING_ADDITIONSUBTRACTION.d,,Success,10.0,10.0
,No,True,DIFFERENCE_BETWEEN_HIGHEST_AND_LEAST_FREQUENCIES_IN_AN_ARRAY.d,,Success,10.0,10.0
,No,True,NTH_PENTAGONAL_NUMBER.d,,Success,10.0,10.0
,No,True,FIND_INDEX_OF_AN_EXTRA_ELEMENT_PRESENT_IN_ONE_SORTED_ARRAY_1.d,,Success,10.0,10.0
,No,True,COUNT_NUMBERS_CAN_CONSTRUCTED_USING_TWO_NUMBERS.d,,Success,10.0,10.0
,No,True,PRIME_NUMBERS.d,,Success,10.0,10.0
,No,True,FIND_MAXIMUM_PRODUCT_OF_A_TRIPLET_IN_ARRAY_1.d,,Success,10.0,10.0
,No,True,NEXT_POWER_OF_2.d,,Success,10.0,10.0
,No,True,MINIMUM_DIFFERENCE_MAX_MIN_K_SIZE_SUBSETS.d,,Success,10.0,10.0
,No,True,MINIMIZE_SUM_PRODUCT_TWO_ARRAYS_PERMUTATIONS_ALLOWED.d,,Success,10.0,10.0
,No,True,SUBSEQUENCES_SIZE_THREE_ARRAY_WHOSE_SUM_DIVISIBLE_M.d,,Success,10.0,10.0
,No,True,BINARY_SEARCH.d,,Success,10.0,10.0
,No,True,NUMBER_NON_NEGATIVE_INTEGRAL_SOLUTIONS_B_C_N_1.d,,Success,10.0,10.0
,No,True,RECURSIVE_C_PROGRAM_LINEARLY_SEARCH_ELEMENT_GIVEN_ARRAY.d,,Success,10.0,10.0
,No,True,PROGRAM_TO_FIND_REMAINDER_WITHOUT_USING_MODULO_OR_OPERATOR.d,,Success,10.0,10.0
,No,True,FIND_ROTATION_COUNT_ROTATED_SORTED_ARRAY_1.d,,Success,10.0,10.0
,No,True,SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS.d,,Success,10.0,10.0
,No,True,ROW_WISE_COMMON_ELEMENTS_TWO_DIAGONALS_SQUARE_MATRIX.d,,Success,10.0,10.0
,No,True,FAST_MULTIPLICATION_METHOD_WITHOUT_USING_MULTIPLICATION_OPERATOR_RUSSIAN_PEASANTS_ALGORITHM.d,,Success,10.0,10.0
